CATEGORY,WELD_TYPE,THICKNESS_MM,STEEL_TYPE,SAMPLES,CURRENT_A,VOLTAGE_V,GAS_BAR,ROBOT_SPEED_CPM,DIRECTORY,SUBDIRS,SPLIT
Undercut,FILLET,7,FE410,20,290,18.0,3.2,30,undercut_1_03-15-23_Fe410,undercut_1_03-15-23_Fe410/03-15-23-0005-05,VAL
Burnthrough,NON_FILLET,3,FE410,20,175,23.0,4.0,30,burnthrough_weld_5_10-16-22_Butt_Joint,burnthrough_weld_5_10-16-22_Butt_Joint/10-16-22-0078-02,VAL
Warping,NON_FILLET,7,FE410,20,170,18.0,3.6,30,warping_weld_14_12_09_22_butt_joint,warping_weld_14_12_09_22_butt_joint/12-09-22-0241-10,VAL
Porosity,NON_FILLET,7,FE410,20,170,21.0,0.0,30,porosity_weld_8_10-27-22_plane_plate,porosity_weld_8_10-27-22_plane_plate/10-27-22-0128-03,VAL
Burnthrough,NON_FILLET,3,BSK46,20,170,22.0,3.5,30,burnthrough_weld_16_12-28-22_butt_joint_BSK46,burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0289-02,VAL
Good,NON_FILLET,7,BSK46,20,165,21.0,3.6,30,good_weld_32_12-24-22_butt_BSK46,good_weld_32_12-24-22_butt_BSK46/12-24-22-0506-00,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,110,20.0,4.0,24,porosity_w-excessive_penetration_6_10_30_22_butt_joint,porosity_w-excessive_penetration_6_10_30_22_butt_joint/10-30-22-0087-04,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,22.0,3.5,30,burnthrough_weld_8_12-04-22_butt_joint,burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0126-02,VAL
Burnthrough,NON_FILLET,3,BSK46,20,165,16.0,3.5,30,burnthrough_weld_15_12-28-22_butt_joint_BSK46,burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0264-02,VAL
Excessive_Convexity,FILLET,7,FE410,20,290,18.0,3.2,25,excessive_convexity_1_03-04-23_Fe410,excessive_convexity_1_03-04-23_Fe410/03-04-23-0002-08,VAL
Warping,NON_FILLET,7,FE410,20,180,28.0,4.5,30,warping_weld_1_09_07_2022_butt_joint,warping_weld_1_09_07_2022_butt_joint/09-07-22-0017-10,VAL
Good,FILLET,7,BSK46,3,230,19.0,3.2,30,12_good_weld_1_03-19-23_BSK46,12_good_weld_1_03-19-23_BSK46/04-03-23-0003-00,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,155,20.0,3.5,30,excessive_penetration_weld_7_11-07-22_Butt,excessive_penetration_weld_7_11-07-22_Butt/11-07-22-0107-01,VAL
Spatter,NON_FILLET,7,FE410,20,170,13.0,3.0,35,spatter_weld_3_09-23-22_plane_plate,spatter_weld_3_09-23-22_plane_plate/09-23-22-0039-09,VAL
Burnthrough,NON_FILLET,3,FE410,20,175,21.0,3.5,30,burnthrough_weld_7_12-04-22_butt_joint,burnthrough_weld_7_12-04-22_butt_joint/12-04-22-0101-02,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,BSK46,19,160,23.0,0.0,30,porosity_w-excessive_penetration_16_12_22_22_butt_joint_BSK46,porosity_w-excessive_penetration_16_12_22_22_butt_joint_BSK46/12-23-22-0299-04,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,150,18.0,4.0,30,lack_of_fusion_1_09-05-2022_plane_plate,lack_of_fusion_1_09-05-2022_plane_plate/09-05-22-0002-07,VAL
Warping,NON_FILLET,7,FE410,20,155,19.0,4.0,30,warping_weld_7_11_27_22_butt_joint,warping_weld_7_11_27_22_butt_joint/11-27-22-0102-10,VAL
Porosity,NON_FILLET,7,FE410,20,180,21.0,0.0,30,porosity_weld_9_10-30-22_plane_plate,porosity_weld_9_10-30-22_plane_plate/10-30-22-0146-03,VAL
Warping,NON_FILLET,7,BSK46,20,160,20.0,3.5,30,warping_weld_16_12_25_22_butt_joint_BSK46,warping_weld_16_12_25_22_butt_joint_BSK46/12-25-22-0295-10,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,145,16.0,3.5,35,lack_of_fusion_12_12-07-22_butt,lack_of_fusion_12_12-07-22_butt/12-07-22-0214-07,VAL
Warping,NON_FILLET,7,BSK46,20,170,22.0,3.5,30,warping_weld_15_12_25_22_butt_joint_BSK46,warping_weld_15_12_25_22_butt_joint_BSK46/12-25-22-0264-10,VAL
Spatter,NON_FILLET,7,FE410,20,165,14.5,3.5,35,spatter_weld_14_12-06-22_plane_plate,spatter_weld_14_12-06-22_plane_plate/12-06-22-0256-09,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,180,23.0,0.0,30,porosity_w_ep_7_02-26-23_Fe410,porosity_w_ep_7_02-26-23_Fe410/02-26-23-0140-04,VAL
Spatter,NON_FILLET,7,FE410,20,165,15.0,3.5,35,spatter_weld_12_12-06-22_plane_plate,spatter_weld_12_12-06-22_plane_plate/12-06-22-0215-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,19.0,4.0,30,lack_of_fusion_6_11-20-22_butt,lack_of_fusion_6_11-20-22_butt/11-20-22-0088-07,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,160,21.0,0.0,30,porosity_w_ep_3_02-24-23_Fe410,porosity_w_ep_3_02-24-23_Fe410/02-24-23-0047-04,VAL
Undercut,FILLET,7,FE410,20,295,18.0,3.2,30,undercut_2_03-15-23_Fe410,undercut_2_03-15-23_Fe410/03-15-23-0035-05,VAL
Burnthrough,NON_FILLET,3,FE410,19,170,22.0,4.0,30,burnthrough_weld_2_10-11-22_Butt_Joint,burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0016-02,VAL
Excessive_Penetration,FILLET,3,FE410,20,150,17.0,3.4,25,excessive_penetration_6_02-23-23_Fe410,excessive_penetration_6_02-23-23_Fe410/02-23-23-0103-01,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,155,20.0,3.5,30,excessive_penetration_weld_7_11-07-22_Butt,excessive_penetration_weld_7_11-07-22_Butt/11-07-22-0112-01,VAL
Porosity_w_Excessive_Penetration,FILLET,3,BSK46,20,180,18.0,0.0,30,porosity_w_ep_1_03-19-23_BSK46,porosity_w_ep_1_03-19-23_BSK46/03-19-23-0008-04,VAL
Overlap,FILLET,7,FE410,20,230,18.0,2.0,30,overlap_1_03-22-23_Fe410,overlap_1_03-22-23_Fe410/03-22-23-0003-06,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,165,21.0,0.0,30,porosity_w_ep_4_02-24-23_Fe410,porosity_w_ep_4_02-24-23_Fe410/02-24-23-0068-04,VAL
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_13_11-26-22_plane_plate,porosity_weld_13_11-26-22_plane_plate/11-26-22-0228-03,VAL
Crater_Cracks,FILLET,7,FE410,20,300,19.5,2.0,25,crater_cracks_6_03-20-23_Fe410,crater_cracks_6_03-20-23_Fe410/03-20-23-0105-11,VAL
Crater_Cracks,FILLET,7,FE410,18,290,19.0,2.0,25,crater_cracks_3_03-20-23_Fe410,crater_cracks_3_03-20-23_Fe410/03-20-23-0042-11,VAL
Excessive_Penetration,NON_FILLET,3,BSK46,20,160,22.0,3.5,30,excessive_penetration_weld_15_12-23-22_butt_BSK46,excessive_penetration_weld_15_12-23-22_butt_BSK46/12-23-22-0273-01,VAL
Burnthrough,NON_FILLET,3,FE410,19,175,22.0,4.0,30,burnthrough_weld_3_10-11-22_Butt_Joint,burnthrough_weld_3_10-11-22_Butt_Joint/10-11-22-0040-02,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,155,21.0,3.5,30,excessive_penetration_weld_9_11-07-22_butt,excessive_penetration_weld_9_11-07-22_butt/11-07-22-0143-01,VAL
Crater_Cracks,FILLET,7,FE410,20,300,19.5,2.0,25,crater_cracks_6_03-20-23_Fe410,crater_cracks_6_03-20-23_Fe410/03-20-23-0106-11,VAL
Porosity,NON_FILLET,7,BSK46,20,160,22.0,0.0,30,porosity_weld_17_12-22-22_plane_plate_BSK46,porosity_weld_17_12-22-22_plane_plate_BSK46/12-22-22-0310-03,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,170,22.5,0.0,30,porosity_w_ep_6_02-26-23_Fe410,porosity_w_ep_6_02-26-23_Fe410/02-26-23-0106-04,VAL
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_13_11-26-22_plane_plate,porosity_weld_13_11-26-22_plane_plate/11-26-22-0222-03,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,porosity_w-excessive_penetration_3_10_06_2022_butt_joint,porosity_w-excessive_penetration_3_10_06_2022_butt_joint/10-06-22-0033-04,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,130,15.0,4.0,30,lack_of_fusion_5_10-16-22_butt,lack_of_fusion_5_10-16-22_butt/10-16-22-0065-07,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,BSK46,20,160,22.0,0.0,30,porosity_w-excessive_penetration_15_12_22_22_butt_joint_BSK46,porosity_w-excessive_penetration_15_12_22_22_butt_joint_BSK46/12-22-22-0268-04,VAL
Overlap,FILLET,7,FE410,19,250,18.0,2.0,30,overlap_6_03-22-23_Fe410,overlap_6_03-22-23_Fe410/03-22-23-0103-06,VAL
Excessive_Penetration,FILLET,3,FE410,20,150,17.0,3.4,25,excessive_penetration_6_02-23-23_Fe410,excessive_penetration_6_02-23-23_Fe410/02-23-23-0113-01,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,180,23.0,0.0,25,porosity_w-excessive_penetration_11_11_30_22_butt_joint,porosity_w-excessive_penetration_11_11_30_22_butt_joint/11-30-22-0186-04,VAL
Good,NON_FILLET,7,BSK46,20,160,22.0,3.5,30,good_weld_31_12-22-22_plane_plate_BSK46,good_weld_31_12-22-22_plane_plate_BSK46/12-22-22-0490-00,VAL
Porosity,NON_FILLET,7,FE410,20,170,21.0,0.0,30,porosity_weld_8_10-27-22_plane_plate,porosity_weld_8_10-27-22_plane_plate/10-27-22-0121-03,VAL
Excessive_Convexity,FILLET,7,FE410,20,295,18.0,3.2,25,excessive_convexity_2_03-04-23_Fe410,excessive_convexity_2_03-04-23_Fe410/03-04-23-0023-08,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,17.0,4.0,30,lack_of_fusion_3_10-16-22_butt,lack_of_fusion_3_10-16-22_butt/10-16-22-0025-07,VAL
Warping,NON_FILLET,7,FE410,20,170,22.0,4.0,30,warping_weld_3_11_09_22_butt_joint,warping_weld_3_11_09_22_butt_joint/11-09-22-0025-10,VAL
Excessive_Convexity,FILLET,7,FE410,20,300,17.0,3.2,25,excessive_convexity_6_03-06-23_Fe410,excessive_convexity_6_03-06-23_Fe410/03-06-23-0117-08,VAL
Excessive_Convexity,FILLET,7,FE410,20,300,18.0,3.2,25,excessive_convexity_3_03-04-23_Fe410,excessive_convexity_3_03-04-23_Fe410/03-06-23-0060-08,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,18.0,4.0,30,lack_of_fusion_7_11-21-22_butt,lack_of_fusion_7_11-21-22_butt/11-21-22-0106-07,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,23.0,3.5,30,burnthrough_weld_10_12-04-22_butt_joint,burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0177-02,VAL
Spatter,NON_FILLET,7,FE410,20,160,12.0,3.5,30,spatter_weld_8_11-15-22_plane_plate,spatter_weld_8_11-15-22_plane_plate/11-15-22-0137-09,VAL
Excessive_Convexity,FILLET,7,FE410,20,290,17.0,3.2,25,excessive_convexity_4_03-06-23_Fe410,excessive_convexity_4_03-06-23_Fe410/03-06-23-0077-08,VAL
Overlap,FILLET,7,FE410,20,255,18.0,2.0,30,overlap_7_03-22-23_Fe410,overlap_7_03-22-23_Fe410/03-22-23-0124-06,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.0,3.5,35,lack_of_fusion_14_12-08-22_butt,lack_of_fusion_14_12-08-22_butt/12-08-22-0249-07,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,150,19.0,3.0,30,excessive_penetration_weld_5_10-02-22_butt,excessive_penetration_weld_5_10-02-22_butt/10-02-22-0068-01,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,24.0,3.5,30,burnthrough_weld_11_12-06-22_butt_joint,burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0186-02,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,19,175,22.0,0.0,25,porosity_w-excessive_penetration_13_11_30_22_butt_joint,porosity_w-excessive_penetration_13_11_30_22_butt_joint/11-30-22-0233-04,VAL
Excessive_Penetration,FILLET,3,FE410,20,145,17.0,3.2,25,excessive_penetration_5_02-23-23_Fe410,excessive_penetration_5_02-23-23_Fe410/02-23-23-0086-01,VAL
Crater_Cracks,FILLET,7,FE410,18,290,19.5,2.0,25,crater_cracks_7_03-20-23_Fe410,crater_cracks_7_03-20-23_Fe410/03-20-23-0133-11,VAL
Porosity,NON_FILLET,7,FE410,20,160,21.0,0.0,30,porosity_weld_12_11-25-22_plane_plate,porosity_weld_12_11-25-22_plane_plate/11-25-22-0203-03,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,180,22.0,0.0,25,porosity_w-excessive_penetration_12_11_30_22_butt_joint,porosity_w-excessive_penetration_12_11_30_22_butt_joint/11-30-22-0203-04,VAL
Excessive_Penetration,NON_FILLET,3,BSK46,20,160,21.0,3.5,30,excessive_penetration_weld_16_12-23-22_butt_BSK46,excessive_penetration_weld_16_12-23-22_butt_BSK46/12-23-22-0294-01,VAL
Porosity,NON_FILLET,7,FE410,20,170,21.0,0.0,30,porosity_weld_8_10-27-22_plane_plate,porosity_weld_8_10-27-22_plane_plate/10-27-22-0137-03,VAL
Warping,NON_FILLET,7,FE410,10,160,22.0,4.0,30,warping_weld_5_11_09_22_butt_joint,warping_weld_5_11_09_22_butt_joint/11-09-22-0069-10,VAL
Porosity,NON_FILLET,7,FE410,20,180,21.0,0.0,30,porosity_weld_9_10-30-22_plane_plate,porosity_weld_9_10-30-22_plane_plate/10-30-22-0143-03,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.5,3.5,35,lack_of_fusion_11_12-07-22_butt,lack_of_fusion_11_12-07-22_butt/12-07-22-0183-07,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,140,20.0,3.0,30,excessive_penetration_weld_4_10-02-22_butt,excessive_penetration_weld_4_10-02-22_butt/10-02-22-0048-01,VAL
Spatter,NON_FILLET,7,FE410,14,170,16.0,3.5,30,spatter_weld_10_11-15-22_plane_plate,spatter_weld_10_11-15-22_plane_plate/11-15-22-0162-09,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,155,19.0,3.5,30,excessive_penetration_weld_8_11-07-22_butt,excessive_penetration_weld_8_11-07-22_butt/11-07-22-0133-01,VAL
Excessive_Penetration,FILLET,3,FE410,20,145,17.0,3.2,25,excessive_penetration_5_02-23-23_Fe410,excessive_penetration_5_02-23-23_Fe410/02-23-23-0081-01,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,16.0,3.5,35,lack_of_fusion_13_12-07-22_butt,lack_of_fusion_13_12-07-22_butt/12-07-22-0230-07,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,130,20.0,4.0,24,porosity_w-excessive_penetration_8_10_30_22_butt_joint,porosity_w-excessive_penetration_8_10_30_22_butt_joint/10-30-22-0139-04,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,porosity_w-excessive_penetration_3_10_06_2022_butt_joint,porosity_w-excessive_penetration_3_10_06_2022_butt_joint/10-04-22-0021-04,VAL
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_3_09-19-2022_plane_plate,porosity_weld_3_09-19-2022_plane_plate/09-19-22-0022-03,VAL
Lack_of_Fusion,NON_FILLET,7,BSK46,20,150,17.0,3.5,30,lack_of_fusion_16_12-25-22_butt_BSK46,lack_of_fusion_16_12-25-22_butt_BSK46/12-25-22-0290-07,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,22.0,3.5,30,burnthrough_weld_8_12-04-22_butt_joint,burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0124-02,VAL
Excessive_Convexity,FILLET,7,FE410,20,300,18.0,3.2,25,excessive_convexity_3_03-04-23_Fe410,excessive_convexity_3_03-04-23_Fe410/03-04-23-0054-08,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,130,16.0,4.0,30,lack_of_fusion_4_10-16-22_butt,lack_of_fusion_4_10-16-22_butt/10-16-22-0041-07,VAL
Spatter,NON_FILLET,7,BSK46,20,160,15.0,3.5,30,spatter_weld_16_12-25-22_plane_plate_BSK46,spatter_weld_16_12-25-22_plane_plate_BSK46/12-25-22-0285-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,18.0,4.0,30,lack_of_fusion_2_10-16-22_butt,lack_of_fusion_2_10-16-22_butt/10-16-22-0006-07,VAL
Porosity_w_Excessive_Penetration,FILLET,3,FE410,20,170,22.0,0.0,30,porosity_w_ep_5_02-26-23_Fe410,porosity_w_ep_5_02-26-23_Fe410/02-26-23-0098-04,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,excessive_penetration_weld_3_10-02-22_butt,excessive_penetration_weld_3_10-02-22_butt/10-02-22-0022-01,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,175,18.0,3.5,30,excessive_penetration_weld_12_11-27-22_butt,excessive_penetration_weld_12_11-27-22_butt/11-27-22-0218-01,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,BSK46,20,160,22.0,0.0,30,porosity_w-excessive_penetration_15_12_22_22_butt_joint_BSK46,porosity_w-excessive_penetration_15_12_22_22_butt_joint_BSK46/12-22-22-0272-04,VAL
Porosity,NON_FILLET,7,FE410,20,170,21.0,0.0,30,porosity_weld_8_10-27-22_plane_plate,porosity_weld_8_10-27-22_plane_plate/10-27-22-0131-03,VAL
Porosity,NON_FILLET,7,FE410,20,160,22.0,0.0,30,porosity_weld_13_11-26-22_plane_plate,porosity_weld_13_11-26-22_plane_plate/11-26-22-0233-03,VAL
Burnthrough,NON_FILLET,3,FE410,20,165,24.0,3.5,30,burnthrough_weld_11_12-06-22_butt_joint,burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0199-02,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,110,21.0,4.0,23,porosity_w-excessive_penetration_10_11_01_22_butt_joint,porosity_w-excessive_penetration_10_11_01_22_butt_joint/11-01-22-0177-04,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.0,3.5,35,lack_of_fusion_14_12-08-22_butt,lack_of_fusion_14_12-08-22_butt/12-08-22-0253-07,VAL
Porosity,NON_FILLET,7,FE410,20,150,20.0,0.0,30,porosity_weld_10_10-30-22_plane_plate,porosity_weld_10_10-30-22_plane_plate/10-30-22-0162-03,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,150,21.0,3.5,30,excessive_penetration_weld_6_11-07-22_Butt,excessive_penetration_weld_6_11-07-22_Butt/11-07-22-0087-01,VAL
Spatter,NON_FILLET,7,FE410,20,150,16.0,3.0,30,spatter_weld_1_08_27_2022_plane_plate_corrected,spatter_weld_1_08_27_2022_plane_plate_corrected/08-30-22-0010-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,145,16.0,3.5,35,lack_of_fusion_12_12-07-22_butt,lack_of_fusion_12_12-07-22_butt/12-07-22-0204-07,VAL
Excessive_Convexity,FILLET,7,BSK46,19,290,17.0,3.2,30,excessive_convexity_1_03-19-23_BSK46,excessive_convexity_1_03-19-23_BSK46/03-19-23-0005-08,VAL
Excessive_Penetration,FILLET,3,BSK46,20,180,18.0,3.2,30,excessive_penetration_1_03-19-23_BSK46,excessive_penetration_1_03-19-23_BSK46/03-19-23-0016-01,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,150,20.0,3.0,30,excessive_penetration_weld_2_10-02-22_butt,excessive_penetration_weld_2_10-02-22_butt/10-02-22-0010-01,VAL
Porosity,NON_FILLET,7,FE410,20,140,18.0,0.0,30,porosity_weld_14_11-26-22_plane_plate,porosity_weld_14_11-26-22_plane_plate/11-26-22-0241-03,VAL
Excessive_Convexity,FILLET,7,FE410,20,290,17.0,3.2,25,excessive_convexity_4_03-06-23_Fe410,excessive_convexity_4_03-06-23_Fe410/03-06-23-0062-08,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,145,16.0,3.5,35,lack_of_fusion_12_12-07-22_butt,lack_of_fusion_12_12-07-22_butt/12-07-22-0210-07,VAL
Overlap,FILLET,7,FE410,19,235,18.0,2.0,30,overlap_3_03-22-23_Fe410,overlap_3_03-22-23_Fe410/03-22-23-0042-06,VAL
Crater_Cracks,FILLET,7,FE410,20,295,19.0,2.0,25,crater_cracks_4_03-20-23_Fe410,crater_cracks_4_03-20-23_Fe410/03-20-23-0068-11,VAL
Burnthrough,NON_FILLET,3,BSK46,20,165,16.0,3.5,30,burnthrough_weld_15_12-28-22_butt_joint_BSK46,burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0276-02,VAL
Burnthrough,NON_FILLET,3,FE410,20,170,23.0,4.0,30,burnthrough_weld_4_10-15-22_Butt_Joint,burnthrough_weld_4_10-15-22_Butt_Joint/10-15-22-0060-02,VAL
Undercut,FILLET,7,FE410,20,310,19.0,3.2,30,undercut_5_03-15-23_Fe410,undercut_5_03-15-23_Fe410/03-15-23-0090-05,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,150,19.0,3.0,30,excessive_penetration_weld_5_10-02-22_butt,excessive_penetration_weld_5_10-02-22_butt/10-02-22-0072-01,VAL
Spatter,NON_FILLET,7,FE410,20,165,13.5,3.5,35,spatter_weld_13_12-06-22_plane_plate,spatter_weld_13_12-06-22_plane_plate/12-06-22-0223-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,16.0,4.0,30,lack_of_fusion_10_11-21-22_butt,lack_of_fusion_10_11-21-22_butt/11-21-22-0177-07,VAL
Porosity_w_Excessive_Penetration,FILLET,3,BSK46,20,180,18.0,0.0,30,porosity_w_ep_1_03-19-23_BSK46,porosity_w_ep_1_03-19-23_BSK46/03-19-23-0011-04,VAL
Spatter,NON_FILLET,7,FE410,20,170,14.0,3.0,35,spatter_weld_2_09-23-22_plane_plate,spatter_weld_2_09-23-22_plane_plate/09-23-22-0013-09,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,135,15.5,3.5,35,lack_of_fusion_11_12-07-22_butt,lack_of_fusion_11_12-07-22_butt/12-07-22-0187-07,VAL
Excessive_Penetration,NON_FILLET,3,BSK46,20,160,22.0,3.5,30,excessive_penetration_weld_15_12-23-22_butt_BSK46,excessive_penetration_weld_15_12-23-22_butt_BSK46/12-23-22-0272-01,VAL
Warping,NON_FILLET,7,BSK46,20,160,20.0,3.5,30,warping_weld_16_12_25_22_butt_joint_BSK46,warping_weld_16_12_25_22_butt_joint_BSK46/12-25-22-0300-10,VAL
Excessive_Convexity,FILLET,7,FE410,20,290,17.0,3.2,25,excessive_convexity_4_03-06-23_Fe410,excessive_convexity_4_03-06-23_Fe410/03-06-23-0070-08,VAL
Spatter,NON_FILLET,7,FE410,20,165,13.5,3.5,35,spatter_weld_13_12-06-22_plane_plate,spatter_weld_13_12-06-22_plane_plate/12-06-22-0226-09,VAL
Porosity,NON_FILLET,7,FE410,20,170,22.0,0.0,30,porosity_weld_4_09-19-2022_plane_plate,porosity_weld_4_09-19-2022_plane_plate/09-19-22-0051-03,VAL
Spatter,NON_FILLET,7,FE410,20,170,15.0,3.5,30,spatter_weld_9_11-15-22_plane_plate,spatter_weld_9_11-15-22_plane_plate/11-15-22-0158-09,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,BSK46,19,160,23.0,0.0,30,porosity_w-excessive_penetration_16_12_22_22_butt_joint_BSK46,porosity_w-excessive_penetration_16_12_22_22_butt_joint_BSK46/12-23-22-0287-04,VAL
Lack_of_Fusion,NON_FILLET,7,BSK46,20,150,16.0,3.5,30,lack_of_fusion_15_12-25-22_butt_BSK46,lack_of_fusion_15_12-25-22_butt_BSK46/12-25-22-0277-07,VAL
Spatter,NON_FILLET,7,FE410,20,165,14.5,3.5,35,spatter_weld_14_12-06-22_plane_plate,spatter_weld_14_12-06-22_plane_plate/12-06-22-0255-09,VAL
Crater_Cracks,FILLET,7,FE410,18,290,19.5,2.0,25,crater_cracks_7_03-20-23_Fe410,crater_cracks_7_03-20-23_Fe410/03-21-23-0139-11,VAL
Warping,NON_FILLET,7,FE410,20,170,19.0,3.6,30,warping_weld_11_12_08_22_butt_joint,warping_weld_11_12_08_22_butt_joint/12-08-22-0194-10,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,150,20.0,3.0,30,excessive_penetration_weld_2_10-02-22_butt,excessive_penetration_weld_2_10-02-22_butt/10-02-22-0015-01,VAL
Porosity_w_Excessive_Penetration,NON_FILLET,3,FE410,20,100,21.0,3.0,24,porosity_w-excessive_penetration_9_10_30_22_butt_joint,porosity_w-excessive_penetration_9_10_30_22_butt_joint/10-30-22-0144-04,VAL
Overlap,FILLET,7,FE410,20,255,18.0,2.0,30,overlap_7_03-22-23_Fe410,overlap_7_03-22-23_Fe410/03-22-23-0121-06,VAL
Excessive_Penetration,FILLET,3,FE410,20,155,17.0,3.2,25,excessive_penetration_4_02-23-23_Fe410,excessive_penetration_4_02-23-23_Fe410/02-23-23-0074-01,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,17.0,4.0,30,lack_of_fusion_3_10-16-22_butt,lack_of_fusion_3_10-16-22_butt/10-16-22-0040-07,VAL
Crater_Cracks,FILLET,7,FE410,20,295,19.0,2.0,25,crater_cracks_4_03-20-23_Fe410,crater_cracks_4_03-20-23_Fe410/03-20-23-0071-11,VAL
Undercut,FILLET,7,FE410,20,300,19.0,3.2,30,undercut_4_03-15-23_Fe410,undercut_4_03-15-23_Fe410/03-15-23-0074-05,VAL
Excessive_Convexity,FILLET,7,FE410,20,295,17.0,3.2,25,excessive_convexity_5_03-06-23_Fe410,excessive_convexity_5_03-06-23_Fe410/03-06-23-0099-08,VAL
Porosity,NON_FILLET,7,FE410,20,170,24.0,0.0,30,porosity_weld_11_11-25-22_plane_plate,porosity_weld_11_11-25-22_plane_plate/11-25-22-0198-03,VAL
Excessive_Penetration,NON_FILLET,3,FE410,20,140,19.0,3.0,30,excessive_penetration_weld_3_10-02-22_butt,excessive_penetration_weld_3_10-02-22_butt/10-02-22-0030-01,VAL
Lack_of_Fusion,NON_FILLET,7,FE410,20,140,17.0,4.0,30,lack_of_fusion_3_10-16-22_butt,lack_of_fusion_3_10-16-22_butt/10-16-22-0026-07,VAL
Crater_Cracks,FILLET,7,FE410,20,295,19.5,2.0,25,crater_cracks_5_03-20-23_Fe410,crater_cracks_5_03-20-23_Fe410/03-20-23-0091-11,VAL
Warping,NON_FILLET,7,FE410,20,170,19.0,3.6,30,warping_weld_11_12_08_22_butt_joint,warping_weld_11_12_08_22_butt_joint/12-08-22-0195-10,VAL
Overlap,FILLET,7,FE410,18,225,17.0,2.0,30,overlap_4_03-22-23_Fe410,overlap_4_03-22-23_Fe410/03-22-23-0067-06,VAL
Burnthrough,NON_FILLET,3,FE410,20,150,20.0,4.5,30,burnthrough_weld_1_09_09_2022_butt_joint,burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0017-02,VAL
